gene,GSE349#GSM4901,GSE349#GSM4902,GSE349#GSM4904,GSE349#GSM4905,GSE349#GSM4906,GSE349#GSM4909,GSE349#GSM4910,GSE349#GSM4911,GSE349#GSM4912,GSE349#GSM4913,GSE349#GSM4916,GSE349#GSM4918,GSE349#GSM4922,GSE349#GSM4924
100129792,,,,,,,,,,,,,,
100129842,,,,,,,,,,,,,,
10013,6.0215174821745805,6.772479538193848,5.638224472172049,2.56027963504625,6.74425529832769,2.56027963504625,2.80955644289346,3.01017829210238,3.94342440643454,2.56027963504625,5.11289192338749,2.56027963504625,3.5204599655508195,5.146211235110691
100130015,,,,,,,,,,,,,,
100130017,,,,,,,,,,,,,,
100130086,,,,,,,,,,,,,,
100130274,,,,,,,,,,,,,,
100130311,,,,,,,,,,,,,,
100130418,9.58791999769131,8.47030095182566,8.0363714543074,8.68370697976696,8.26614936583568,8.994042233777911,8.17640755242155,8.05740694735797,8.5977620703801,7.9941950145878895,7.87463100216887,8.07818283761127,7.85217366836918,8.37603420025178
100130733,,,,,,,,,,,,,,
100130742,,,,,,,,,,,,,,
100130771,,,,,,,,,,,,,,
100130958,,,,,,,,,,,,,,
100131137,,,,,,,,,,,,,,
100131187,,,,,,,,,,,,,,
100131390,,,,,,,,,,,,,,
100131434,2.56027963504625,4.92107446909026,4.63243690787933,2.56027963504625,5.16887465779668,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625
100131439,,,,,,,,,,,,,,
100131814,,,,,,,,,,,,,,
100131816,,,,,,,,,,,,,,
100131827,,,,,,,,,,,,,,
100132103,,,,,,,,,,,,,,
100132288,,,,,,,,,,,,,,
100132341,,,,,,,,,,,,,,
100132399,,,,,,,,,,,,,,
100132403,,,,,,,,,,,,,,
100132406,,,,,,,,,,,,,,
100132464,,,,,,,,,,,,,,
100132565,,,,,,,,,,,,,,
100132708,,,,,,,,,,,,,,
100132923,,,,,,,,,,,,,,
100132948,,,,,,,,,,,,,,
100132979,,,,,,,,,,,,,,
100132994,,,,,,,,,,,,,,
100133036,,,,,,,,,,,,,,
100133121,,,,,,,,,,,,,,
100133205,,,,,,,,,,,,,,
100134869,,,,,,,,,,,,,,
10014,6.788920573104769,7.11463771311761,6.945139462925121,7.3915099746392,8.45844352607025,7.1739369229281,7.19473715879237,6.903785462054629,6.25922728439606,7.6083139703378615,7.14784598029198,7.11185553370376,6.70239435496788,6.464980229142821
100141515,,,,,,,,,,,,,,
10015,,,,,,,,,,,,,,
100151683,,,,,,,,,,,,,,
100151684,,,,,,,,,,,,,,
10016,7.71535116008868,9.621804636060599,9.76955687909369,6.71299463983863,10.1067984632665,7.18476626905699,10.1431025563573,9.96573956042259,9.99620512108419,8.31322317343023,9.92528145169543,7.97395560784321,9.13484725878217,9.45976151543545
100169851,,,,,,,,,,,,,,
10017,,,,,,,,,,,,,,
100170229,,,,,,,,,,,,,,
10018,4.63707693239872,3.5746222863488297,4.27423183779549,4.82201627062559,3.91499497171832,4.87953914106465,5.3417829873762415,5.424619815965801,4.1678074954981215,3.63089467463988,3.53710966034068,2.56027963504625,3.1944842430106903,3.0162342148092995
100187828,4.45291166493996,4.0388663272194,4.6928958193088,5.56466777607349,4.24444566084519,5.17686926541759,5.0587797116431705,4.11457525112554,7.210992718529,7.6001954042647,5.0630887120192805,5.34856882941705,5.09543500183303,4.62562702715241
100188893,,,,,,,,,,,,,,
100188949,,,,,,,,,,,,,,
100188953,,,,,,,,,,,,,,
10019,5.48132800701268,6.21573489012237,5.04554781397482,2.56027963504625,5.905139062814,4.4259224934226,6.220417024780018,7.111438265306751,7.94477061673149,7.471325674098082,6.53297612160598,5.59804058624368,5.83297606709194,5.590095963516951
100190949,,,,,,,,,,,,,,
100191040,,,,,,,,,,,,,,
1002,6.71073756833067,6.92099589501408,6.69157603820009,6.612365769598581,7.2350951680742,5.62377031227159,6.043189184550459,6.54835338988881,6.66691278072759,7.21972999717762,5.67569739502006,7.0379312554004585,6.42802008374791,6.6567394687832495
10020,6.61616652488545,7.50580361609836,7.35637273536636,4.46328894546704,5.15208198867283,5.125146863705241,7.13579135708784,6.431360536494732,6.984019633085822,6.443387843815839,7.37068740680722,4.687631828743349,5.85424505422013,5.47106712237347
10021,7.504239012913059,6.580863034670732,6.50818459076826,6.792074461928871,6.7607132952541305,8.12762296293383,7.316145742293362,7.28147570927916,7.26379500151669,6.621087747830192,7.3745352690943395,7.830781379858808,7.83642913116165,7.69486626710417
10022,,,,,,,,,,,,,,
10023,,,,,,,,,,,,,,
10024,2.56027963504625,8.66997634059281,10.029287226968199,9.44828772498659,8.61266580558887,8.99003019585346,8.98544065832045,8.6771664144065,8.59977897767406,8.7287912528639,8.666447714165269,8.478300439829969,8.68228183564474,7.3814823870031
10025,,,,,,,,,,,,,,
10026,4.05151131768571,5.10964472395088,5.681016279387679,2.56027963504625,6.75888943272096,2.56027963504625,2.56027963504625,5.893197155456389,7.68321220009676,6.031823035896901,3.91592239022068,2.56027963504625,2.56027963504625,2.56027963504625
100271715,,,,,,,,,,,,,,
100271849,,,,,,,,,,,,,,
100287102,,,,,,,,,,,,,,
100287569,,,,,,,,,,,,,,
100287718,,,,,,,,,,,,,,
100288687,,,,,,,,,,,,,,
100288801,,,,,,,,,,,,,,
100289574,,,,,,,,,,,,,,
100289635,,,,,,,,,,,,,,
1003,4.19681946718853,4.94888113665803,5.19070176693166,4.73860032315682,4.82056703348445,5.26719493420934,5.681277773444152,5.4685539936388885,6.30302998620651,7.215668890607572,4.626351520977732,5.41476809591207,4.85630350912776,5.063459798866781
100302640,,,,,,,,,,,,,,
100302692,,,,,,,,,,,,,,
10036,7.77176015576047,8.44547428245999,7.85158665101702,7.832687516439531,8.151945046344009,5.94328139298696,7.07459106387001,6.70409730365561,7.94668407938702,7.3777137587771,7.33737214027436,6.9864109352520405,7.17030566240977,6.4515952297715
10038,7.873763992368499,7.68213081425516,7.332582632104031,7.83113620066162,7.9164647015485405,8.908353587913721,8.03672310600552,7.41688195498441,7.487856108330059,7.426633769026692,8.05035476492664,8.8259732012353,9.09867430785898,8.44862430898754
10039,6.981441700607999,7.62757036176236,7.78148430453457,7.22625804017512,7.73865976570827,6.47119233874339,6.5445425711206,7.357939017227241,7.86242659401655,7.9300690494448,7.01529238324551,7.094858878948998,6.985101903624259,6.26194069903342
1004,5.16746230416935,5.10436182288089,4.97933944567821,5.89833171652842,4.77313656864635,5.7997401022381405,5.43681479626904,4.84528931419146,5.1290356765938885,4.88682324832402,5.37876476627905,4.95571266993533,4.731357049781661,5.5323450149272295
10040,4.1105302896225,5.85811530875826,5.4857327233741,4.43644837722279,5.03474835046214,5.752282958155298,7.02615822708231,6.635458393710259,5.68820554117429,5.1416698416945,6.10972620198792,6.08297077081078,6.55625619580792,7.296466584791419
10042,7.9066501263953795,7.7895727683731915,9.18882371267051,6.17310744033989,8.36229453839559,7.245248448531768,9.18761188338861,9.11373956190416,8.41365754416093,7.258179693207389,8.81779910722659,6.5482917313798605,7.12970545863814,7.74794455047235
10043,7.36619105418928,7.40430709734359,7.78851606392163,6.592421156323462,7.93002764088174,4.81839044446963,5.05427979377795,5.31492849816808,4.99356568006453,7.25081949441541,5.30036903510219,6.46812058992646,5.407451329666929,5.24589111758991
10044,,,,,,,,,,,,,,
10045,,,,,,,,,,,,,,
10046,6.627036242134651,5.24802242446897,5.73689435933994,5.5398040013740895,5.7594647974367,4.83725704192299,5.25163199815048,5.39226589703576,5.68879580702463,5.68313498512609,5.5506821511976,5.569767525313259,5.05919518081232,5.81361190506726
10047,,,,,,,,,,,,,,
10048,5.38544139142699,5.10800164646591,5.01227366852104,5.75629477906971,5.7194052501159,5.41190751576296,6.368162443583128,5.69478828072793,5.155652100029309,5.1010407012001,5.44076620325465,5.34838469882687,5.25594631358538,4.67374861977437
10049,7.491540478536002,7.86811878000244,8.27165910905035,6.94930146832828,9.13957948979364,5.63058603005656,7.749292904443751,7.41194309625803,8.11402338604744,8.30383553302452,7.955527861698131,6.6486523830238,8.326672163072901,8.40660469458413
1005,,,,,,,,,,,,,,
10050,2.56027963504625,2.56027963504625,3.24486423148976,3.5625233025782697,3.5475978915125204,2.56027963504625,3.05480507396486,2.56027963504625,2.6898627080520803,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625
100505741,,,,,,,,,,,,,,
100506084,,,,,,,,,,,,,,
100506164,,,,,,,,,,,,,,
100506658,2.56027963504625,4.940810415410611,4.73873541632264,2.56027963504625,6.073048990639111,2.56027963504625,5.5241984832103705,5.6033296162642685,5.47972530317114,3.63137207015019,5.28648937924562,4.9043781197489205,5.0974591034255,5.814250471671518
100506736,,,,,,,,,,,,,,
100506742,,,,,,,,,,,,,,
100507436,8.00502938491291,7.36392447471545,8.08931275973373,7.96873590267959,7.8312438968552,7.28546695372581,7.076730101478139,7.37159370989741,7.6549009159535,7.6617780977719905,7.21453283756894,6.813986359922311,7.354610837023362,5.90800344596218
100507444,,,,,,,,,,,,,,
10051,6.40356257198303,5.5403001053114815,5.02083107953233,5.06028521846302,6.26831648482048,3.45370193740895,4.03958587588314,5.13185284596466,5.721577728540809,3.7833414017869114,6.6963138199193,3.288337888831029,5.93577559743654,4.48004533994075
10052,7.18634208068043,7.209355882940919,6.6013785894235095,7.432291338247781,7.40771813775218,7.40125500030437,7.21829683063886,7.01642946087784,6.85850325568712,7.1880151151047,7.11176165883618,6.47421861668521,7.169504154012151,7.09963185001446
100529141,,,,,,,,,,,,,,
10053,,,,,,,,,,,,,,
10054,9.258212677548801,8.719525725007559,9.45824869767433,6.80711015838709,9.55820257047143,8.822315887159279,10.2139547578639,9.05255989996169,9.441352752661249,8.37238190486024,9.880795706520107,7.94980920575858,8.48363039113059,8.32780860150617
10055,,,,,,,,,,,,,,
10056,,,,,,,,,,,,,,
10057,7.859255227428418,8.41073964969935,8.42075186326705,6.72691293837958,8.41228614886851,6.00115369461637,5.75476727256709,7.81601083573265,8.07545240790485,8.49783587343219,5.9361243659385705,6.59300261667529,6.27150784880163,7.02831497856761
10058,8.77566295092336,8.568514797701559,8.889643891199759,8.694657365547089,8.69026692338995,8.607271125046621,4.3323355771949,8.42067187223819,8.82757135764444,9.06889379642702,8.57452919589494,8.42362438891997,8.478915195933059,8.381123275699691
10059,5.66117096946105,7.00525400405298,6.11614638946989,5.8064838896592,8.08351655769122,2.56027963504625,4.97535504657542,5.16488681928761,5.59479037178708,5.26081606038134,7.36103138629816,3.68760943533954,5.91538226534297,6.178630992710018
1006,3.57275630389146,2.56027963504625,3.58813294360128,3.22667806734086,4.61785678430465,3.88334710833732,3.078111089700029,3.1571407491493,3.82334176176314,2.56027963504625,3.38214153461652,2.56027963504625,2.73173935415146,2.56027963504625
10060,7.06563693157979,6.328353594609232,6.56380335412071,7.0532416945797,6.42554154839209,7.15894287064003,6.31620368068982,6.283964356363351,5.919435432565369,6.5961375646821,6.29904496173357,6.4900839090671205,6.11794848929302,6.27733018046102
10061,5.22496250752175,5.32563825982771,5.4457167728708695,5.49680106064763,5.1019231606199815,5.20607272158578,5.05858059025725,4.84830745331166,4.95152718393864,5.40115258344841,4.566571640626759,4.804874446915161,4.77099285924572,4.27108199404611
10062,4.64542498870726,5.5043661506122685,4.61127863026698,3.08676848327467,6.110396654160218,4.114516950826291,3.9877119597414894,5.21148340728968,5.48361265729553,7.115355831721112,5.623697164347639,6.0501577430261815,5.22519393797938,4.87390668511783
10063,,,,,,,,,,,,,,
10066,,,,,,,,,,,,,,
10067,7.614231319979742,8.10268437339517,8.21898938277549,7.876363460204848,9.08391273557269,8.23021262207697,7.96792941929827,7.87211462110404,7.51945541324845,8.42428388362113,8.53736984644291,9.05125245226738,8.3667156228855,8.21889738450802
10068,,,,,,,,,,,,,,
10069,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,
10071,,,,,,,,,,,,,,
10072,,,,,,,,,,,,,,
10073,7.9409008343743395,7.6199411586389,6.48879133622934,6.26467153659114,6.753256869920009,2.56027963504625,5.085190930242759,5.31056188884233,6.16451277077736,2.8579073660535497,4.9101042236846695,2.6437984808189,5.615707608436232,4.48257081503397
10075,8.25377186262659,8.354483015699369,7.67939564659221,6.8311932172949685,8.70465067524035,5.71929845714162,6.697884997071591,7.148964600857919,7.274308259181532,8.15689207363418,8.41946304690706,8.09220215147624,7.53344654498886,7.40687676003039
10076,8.796753476973699,9.155000332706539,9.52920798321039,9.16272867349384,9.5091396036446,8.214022779264669,8.20960445077925,8.085626480066411,8.062278245846091,8.659257414525289,8.73050070603133,8.43520769104907,8.504032390252759,8.284861106757049
10077,,,,,,,,,,,,,,
10078,,,,,,,,,,,,,,
10079,5.45423183602381,7.91425356432884,7.95168103734449,5.74803716432932,9.189488549676119,5.803157276929442,9.08342879887875,9.76387628539072,10.163297449402801,9.879973735229301,8.490016499110991,9.46109877114141,8.519361053156139,8.83079088512498
1008,,,,,,,,,,,,,,
10081,,,,,,,,,,,,,,
10082,,,,,,,,,,,,,,
10083,8.15365335879348,8.829446852734801,8.88420105201372,7.96163490313654,8.26826594954643,7.6346005283663,7.18807447712806,7.48923784634151,8.04450341029755,8.46564802598228,7.99128940889783,7.7545735482509395,7.67229096705797,7.85234223558962
10084,4.83177592478018,6.12973636414984,5.902881551745441,2.56027963504625,6.897555073064691,2.56027963504625,3.5949426094399,2.7197244865867,4.43219778389178,5.69933230221983,4.06672641945651,6.259747029284671,5.10364030755115,5.66387969508368
10085,6.28403470987556,6.03457889697933,6.318150506002481,6.715879646214429,6.24598616267448,6.358856877405291,6.17523315843354,6.1349930186294985,5.83575484064587,6.53154989507753,5.59418126047903,5.97609321964338,6.239468692786208,5.57518221599728
10086,9.14809011694676,7.5012958239632415,5.8629918667652,7.99703266301305,5.3706037193504415,8.29713637882832,7.41732933762268,5.64173964703961,4.21783559054722,6.6590539991438495,5.81204121395734,5.95083930520272,5.89238131076257,7.354760682086071
10089,,,,,,,,,,,,,,
1009,3.9262746433296,5.9934864278400095,7.38341054022646,2.56027963504625,4.307843786722271,4.7892806213482695,4.3315332521336005,7.97335297233346,7.42433427845975,7.444078963959299,6.48714383583788,6.792308773442942,6.9474557679084405,7.27586376585355
10090,5.21406261888154,6.29544202423641,6.358347027178921,5.54357011968253,5.42728769890423,4.8542600172717405,3.91207497146824,6.609976525531829,8.84575661127048,7.32841463538062,5.85577048665739,4.8872913012234,6.63092961137579,5.17530502647531
10092,7.319997198695298,8.58716243529654,9.355258584769107,5.32035108895876,9.67118366573427,6.11531629245978,9.57094291462609,9.887030173247679,10.1469377344533,10.0104301979081,10.2109756777264,9.81731307031377,10.234757567010599,9.86061989363361
10093,7.6560815790095695,8.297902132026861,7.83290899686934,8.00992376773445,8.32071933155029,7.916482615845232,7.9451862937900595,7.2751281363975,7.37007707438424,8.23244011501245,7.63313328225122,8.736158360833581,8.00750948667714,7.6764225708917415
10094,5.35781588811257,7.20018259569613,8.24746235914164,4.54000866492021,9.177708546387882,5.5370972323676,7.380322525080018,8.902721802042901,9.17840093441917,9.022462140005091,8.09449472660843,9.04314761711966,9.51073845825011,9.064106815026198
10095,8.43226210316322,9.06593037759867,9.217616062117619,7.867791469522799,9.675976433355867,7.71349649583432,7.918857275712519,8.521455181482,8.76903777715318,9.14510423684194,8.5319896037448,8.819594744158419,8.873923905702119,8.38364813858024
10096,10.1180845426787,10.090959258072,9.695230031778221,8.543642805649402,9.95869335321809,9.134603437387133,9.74346784326367,9.95802048754174,10.133334901452,9.93993763983799,10.1548813837628,9.37350466543233,9.666021567389329,9.107491723933562
10097,8.55230021221154,9.15606031667819,8.23647826789507,6.70695871138658,8.78480167819456,7.002635019032731,8.64922383778905,8.692758456537241,9.37157410840291,8.50274032773889,8.27809629157318,7.31183911907352,8.06046356883102,8.773142504304591
10098,3.75587033726332,4.24073410014911,7.11988526188034,4.21092650171035,2.84263294566369,5.34283916046905,3.958452955782181,2.96185110425893,4.28577948977044,6.08250887169706,2.70395782052607,4.228333863506649,4.26307197552796,4.21392268951971
10099,5.01352032376359,6.19408508165079,4.08099868569426,2.56027963504625,4.6736355665315985,2.56027963504625,5.5456039437696205,6.27336855422114,7.549230196939571,7.52015505803751,4.8827555262854805,4.75975239376897,5.92323952439953,6.51813538406114
100996331,,,,,,,,,,,,,,
101,7.905537434614309,7.6268771354987,6.65510849642925,7.121295206915718,7.002860011241928,5.59742092689643,5.09948457719671,5.92920395511958,5.9678717960875,7.04808357142042,6.38961155113469,6.19916780407068,6.554450714688341,6.16314646881125
1010,5.32362947142076,4.66993383566896,6.05130683961281,5.94043223833301,4.60535209597926,6.638154950284281,5.9984076485901285,5.31125242397218,5.27501822536236,5.626018532707749,5.37499771426067,5.84063946857246,5.959169679982471,6.13682915214308
10100,4.70615477299066,3.42891955352646,3.9358463005680298,4.85253325463254,4.09402488708305,4.51998214370155,3.6796152138845097,2.82702430751528,2.56027963504625,3.98418829284209,2.56027963504625,3.69940726696026,2.92831725739786,2.56027963504625
10101,,,,,,,,,,,,,,
10102,7.68640247661558,7.90554345147192,7.87295800543419,7.6137084429482815,8.05234524453552,7.27567756600547,7.58605162483244,7.59013040490387,7.724411530694232,7.94928979410204,7.33932448121029,7.63364190284767,7.729206057823879,7.455647783585711
10103,6.532037932338341,6.153116244128388,6.328999777598,6.59216398343568,6.02035107008731,6.858428658609871,8.62363644875401,7.340313015874949,8.55841688648629,6.85297262727558,5.8524733298123,9.10044421015097,8.58784500925428,6.72082566608984
10105,6.45802922786554,5.99315578587981,5.970533888978242,6.630747639936991,5.630070504607638,6.4889021735756,6.118010805413308,5.35342563135925,6.31851931064145,6.3145750876714,6.071794841315321,7.05588975819628,6.379892966487089,6.28754986522707
10106,8.36821396418022,9.773205156985561,9.8886975932695,6.97928227641106,9.84220260890674,6.442994901307911,10.077082738064599,10.494865582343197,10.7043273244975,10.5342250545946,9.599085286205161,9.13494990809567,8.74078929991507,9.1410674316904
101060321,,,,,,,,,,,,,,
10107,7.13464193824175,6.3291038577915515,6.7668601438295495,6.6651226952658,5.50993648214198,6.97345055897261,7.89948381407922,5.88402150925891,7.059041557717121,7.0948905400264906,6.3359083812604915,7.443125894035869,7.6859191300084815,7.68374557246495
10109,10.011059490432,11.0855322106147,10.083758531611199,8.71039319217052,10.727580156167699,8.58452662075487,9.31762741913459,10.032197291514,10.13793893062,10.162152118649301,11.016947537244198,9.738350705253687,10.5105070506205,9.81232493749755
10110,,,,,,,,,,,,,,
10111,4.04718936371245,6.82821266409912,6.78856826502851,4.71484445526466,5.7971478998401205,4.7805673252266,6.403591542396032,6.676676437379861,6.614406551851308,4.808843221502331,6.55174824515303,3.3496483532432904,5.87197421438572,5.5188309492597405
10112,,,,,,,,,,,,,,
10113,,,,,,,,,,,,,,
10114,4.60930582270942,5.45385664842552,5.290402285517491,5.06080399468456,5.41732933762268,5.51373075369463,5.03142607554782,5.2586772054529005,4.5726411155123605,4.68877343168085,5.42355127986369,5.420438609915639,5.01504701366787,5.794036296646008
10116,5.918498344288241,6.49605962729838,6.55125606301316,5.86452541672531,6.901434116232232,3.5971258993676605,7.36319736505468,7.70560474264068,7.575138337467519,6.9714170970505895,6.80690400939855,6.57101992479522,6.57607916375242,7.43758563791729
10117,,,,,,,,,,,,,,
1012,4.34694271048817,4.40565886803497,4.1799727661839,4.97190676849056,4.48829648015135,6.88971689161508,5.725032175238369,4.46098495812363,4.502712485966058,4.15527160084262,5.63681020153692,6.09955611158589,6.02475848539392,6.1770846144638005
10120,4.6485862377941904,5.184347745580999,5.539952850468791,5.32247260949463,6.72092140490482,5.05598083455381,4.97794386841615,4.7615033634277815,4.80408970851905,6.47282241190395,5.332740152276791,6.691380619157139,5.933331854271341,4.991889133851849
10121,7.64629948775847,7.83764685363804,6.45602086242478,6.819566006008482,6.45081204841656,3.1560681055630804,5.353083292574451,6.1228404161644105,6.3179280929313215,6.99404789261496,5.98309165181387,5.6157546835089,5.6912075116109095,4.7637143174356105
10123,6.40143079895533,6.21416172730196,6.24551087462333,6.58884653309935,6.12346134768532,6.215618418353031,5.9723066584757,6.09698706699625,6.356515354973,6.754446611317,5.86055813117962,6.82528955217726,6.4703611540495,6.371403781984121
10124,6.96503388812081,7.592143048741058,6.26257597676962,5.992800147962002,6.98404242609702,2.61801777006495,4.6412916854275705,7.7539120174672815,8.57199149308047,6.52802895612702,7.58094441489436,3.50194861635368,6.1074598150963615,3.842264847841121
10125,5.35205932074122,5.0449011594134285,5.63204423134274,2.56027963504625,7.769467620083081,6.01591454262743,5.05920383514785,5.30940177287896,6.1535783774349415,2.8129006862427204,4.55760614514425,4.52440850690017,8.2932923066745,4.68459996083142
10126,7.5784406256952215,7.46719795153787,7.34477524693595,7.428427175852718,7.99714560120422,6.94355802913947,7.09768453061605,7.24414497607429,7.11781969411411,7.084372590891192,7.4311716290902,6.30077901332134,6.91741982040493,6.673514024414098
10127,,,,,,,,,,,,,,
10128,6.82825075254321,8.480325717851809,7.4715126480455005,5.93049134891366,8.64987049465705,4.6679318527134805,6.58729597517184,6.905290721844291,7.37621223060774,6.67004717934981,7.003377360202321,5.3748099724432095,6.97292236422542,7.65438541457113
10129,4.34541056948753,5.32341330602698,6.026302110867291,2.56027963504625,2.56027963504625,3.1626821548189903,7.880152863852628,6.189192005963651,7.66073755730505,5.01205461064658,3.14706568670192,2.56027963504625,3.72008142210613,3.61126682507306
1013,4.98298901280555,5.31451889648793,5.68050158813283,5.638933983181031,5.589739521752031,5.10162906745124,5.91443536397874,5.5149964515559295,5.616225349771692,7.3205659085597015,6.08927567865368,7.628241379331301,6.72571389443532,6.56211875934614
10130,7.017187015048,8.001729070383849,9.45223918090752,6.5309415664301005,9.2072730544615,8.024690900205309,10.503557443311198,9.75358949475807,10.384265711232901,9.81711317209314,9.773226590172868,8.994712651488289,9.49984987242312,9.36376681939899
