gene,GSE349#GSM4901,GSE349#GSM4902,GSE349#GSM4904,GSE349#GSM4905,GSE349#GSM4906,GSE349#GSM4909,GSE349#GSM4910,GSE349#GSM4911,GSE349#GSM4912,GSE349#GSM4913,GSE349#GSM4916,GSE349#GSM4918,GSE349#GSM4922,GSE349#GSM4924
146310,,,,,,,,,,,,,,
146330,,,,,,,,,,,,,,
146378,,,,,,,,,,,,,,
146395,,,,,,,,,,,,,,
1464,6.99941378605687,7.26580254949553,7.31433399391901,7.30797489711352,7.473161846442809,7.0264459803038,7.36868105851152,7.03830447879949,7.07791590024194,7.84481245243307,7.18844048897516,7.7800738305097985,7.46229776553889,7.57125206850944
146433,,,,,,,,,,,,,,
146434,,,,,,,,,,,,,,
146456,,,,,,,,,,,,,,
1465,7.3578686590199185,9.05548580862479,8.97468990890896,6.15027330243291,9.78923692463147,4.75773268166599,7.03066713624694,7.93000989399088,7.97261799030661,9.37478519912884,9.52383439583516,8.79898366046594,8.03352762066687,8.13962808945585
146540,,,,,,,,,,,,,,
146542,5.92437547299447,6.87969351508352,6.60383995188241,6.12137188499968,7.09202768211933,5.9953013437724,5.958155955991452,5.80814561137516,5.6409997129960585,7.109412799733058,5.9261868618200095,6.71804647314375,6.64791886410777,6.7187178031654415
146547,,,,,,,,,,,,,,
146556,,,,,,,,,,,,,,
146562,,,,,,,,,,,,,,
1466,7.60931912161013,4.8424408626158,5.79980484765995,6.53654563325123,7.19954475391878,2.56027963504625,2.56027963504625,4.73685378096772,7.82269828595309,6.30749227924622,8.64735408812796,4.07791803593689,4.171703228977701,2.56027963504625
146664,,,,,,,,,,,,,,
146691,5.53619281000082,4.86429511664474,5.60887723694604,5.755878346755201,4.84520399261303,5.38299572931944,5.4801940197403205,4.656971088985929,4.896867600499191,5.46866476767959,4.94496149177315,5.25652762689221,3.8043427300218,5.05521735004628
146712,6.1209407768741295,6.775748535838621,6.13689885864852,5.966264333695968,6.465953248244518,6.799488862489519,6.4053576384088,6.31735291480388,6.25177778373006,5.90098994489646,6.37687726188586,6.47846062520772,6.792712220754559,6.334291165227881
146722,,,,,,,,,,,,,,
146723,,,,,,,,,,,,,,
146754,,,,,,,,,,,,,,
146760,,,,,,,,,,,,,,
146771,,,,,,,,,,,,,,
146779,,,,,,,,,,,,,,
1468,,,,,,,,,,,,,,
146802,,,,,,,,,,,,,,
146822,,,,,,,,,,,,,,
146849,,,,,,,,,,,,,,
146850,,,,,,,,,,,,,,
146852,,,,,,,,,,,,,,
146853,,,,,,,,,,,,,,
146857,,,,,,,,,,,,,,
146862,,,,,,,,,,,,,,
146894,,,,,,,,,,,,,,
1469,,,,,,,,,,,,,,
146909,,,,,,,,,,,,,,
146923,,,,,,,,,,,,,,
146956,,,,,,,,,,,,,,
147,6.8865013738480805,5.83018432364891,6.19923063588535,7.05154611957793,6.009246384342282,6.769454396056268,6.12201416293815,6.28355883108875,5.98765057412282,6.49844076731884,6.34112826980968,5.42775700429489,5.95627276161017,6.52624882423182
1470,,,,,,,,,,,,,,
147007,,,,,,,,,,,,,,
147011,,,,,,,,,,,,,,
147015,,,,,,,,,,,,,,
147040,,,,,,,,,,,,,,
1471,6.30873037066507,7.27703627261111,7.547843086389741,7.14975727929314,7.267760499422799,6.18686102789935,7.098832188230001,7.499271883169088,6.52844004515215,7.43713616909034,6.80601465429897,6.3114595200762915,6.1470420718663705,6.35573341501307
147111,,,,,,,,,,,,,,
147138,,,,,,,,,,,,,,
147166,,,,,,,,,,,,,,
147179,7.404622169703339,7.6089274915212,7.60922307123927,6.90566378335466,8.35692288761814,7.08950874389702,8.74537516693379,8.576865991661071,8.374439632236541,8.47612647129611,8.25308162540759,9.73204359114485,7.875294742566679,8.13202667945387
147183,,,,,,,,,,,,,,
147184,,,,,,,,,,,,,,
147199,,,,,,,,,,,,,,
1472,,,,,,,,,,,,,,
1473,4.03870832946592,4.927578874205018,4.90530757186358,4.81131174984905,4.85281287088721,4.8475810699353605,5.1386097122291385,4.52750828366261,4.62249115206117,4.94184343745007,4.53120676686483,4.59969270285024,4.17955882083958,4.210466795305161
147323,,,,,,,,,,,,,,
147339,6.640966464862959,6.00111089820921,6.376356375678282,7.02481831226328,5.70636477950913,8.190565479057678,7.2862527882303,6.59171980369429,5.45563298992511,6.21829683063886,6.89893387178018,7.54403710186167,7.122393179932059,7.23422346924767
147372,,,,,,,,,,,,,,
147381,,,,,,,,,,,,,,
1474,7.358686361348901,7.86551058690798,7.62762872350735,7.403855657567519,7.76230230206599,7.367231262843928,7.831129865341039,7.935023573081829,7.85714125151243,8.12984967869547,7.459759466619822,7.43796008833447,7.47039044070953,7.59410062353147
147409,,,,,,,,,,,,,,
147463,,,,,,,,,,,,,,
147495,,,,,,,,,,,,,,
1475,7.0756395885786,8.70137577897401,6.534086510614951,9.2694703597191,5.41727869749487,2.87772462131152,3.4688309127944,7.0830431287018,8.649561572535111,7.812260751535081,8.48756272038171,5.913810929927631,5.1672254390852315,5.64154602908752
1476,7.02926513768847,9.73551879259136,9.68960667902733,7.150559676575379,10.589014385228198,3.4043445690130096,8.15731156237128,9.2525992088629,9.77047394345822,11.1297144728141,10.9668803164538,9.49426358815918,9.81671009305631,8.96220774215176
147645,,,,,,,,,,,,,,
147657,,,,,,,,,,,,,,
147658,,,,,,,,,,,,,,
147660,,,,,,,,,,,,,,
147685,,,,,,,,,,,,,,
147686,,,,,,,,,,,,,,
147687,,,,,,,,,,,,,,
147694,5.8074425115975705,5.11137357790096,5.0218749930204405,6.0399740198789695,5.252813005509839,5.35398308149302,4.91578379338921,4.61985901497472,4.85269803505504,4.50600522322515,4.67867478057273,4.55170672377039,4.85187894057588,4.76990394498066
147699,,,,,,,,,,,,,,
1477,4.31318779448093,5.20902049218242,4.942261131766902,3.93901965747347,4.85449940499396,3.02763534149308,4.76502016409206,4.9026476480567,4.340384235455399,4.78657545311551,5.37668629211232,4.648655258834559,4.1597341228929,4.539996261895389
147700,,,,,,,,,,,,,,
147719,,,,,,,,,,,,,,
147741,,,,,,,,,,,,,,
147744,,,,,,,,,,,,,,
147746,,,,,,,,,,,,,,
147798,,,,,,,,,,,,,,
1478,7.00983981185458,7.44764531304672,7.0380629923313,6.757396676919299,7.504310529247482,7.39762329818622,7.68023291949085,7.6750960974049285,8.1570740355354,6.75596911788892,7.6483863457362,7.06636908920775,7.129190269282559,7.3171140942533315
147807,,,,,,,,,,,,,,
147808,,,,,,,,,,,,,,
147837,,,,,,,,,,,,,,
147841,,,,,,,,,,,,,,
1479,6.76525625812695,8.38598747192002,8.3529085626067,6.27223785985095,9.462115729872039,6.433633843122281,8.47125656889769,8.56358907422817,8.29022163964975,7.48361426947136,8.54400231535385,7.34783393728782,7.699246226788008,7.56080664827921
147906,,,,,,,,,,,,,,
147912,,,,,,,,,,,,,,
147920,,,,,,,,,,,,,,
147923,,,,,,,,,,,,,,
147929,,,,,,,,,,,,,,
147945,,,,,,,,,,,,,,
147948,,,,,,,,,,,,,,
147949,,,,,,,,,,,,,,
147965,,,,,,,,,,,,,,
147968,,,,,,,,,,,,,,
147991,,,,,,,,,,,,,,
148,7.4528507301295805,7.73370005786781,7.66584041688571,7.3629344641426515,8.07826290919185,7.05295923709746,7.42111387246426,7.4684529863648095,7.267133120597769,7.24405932653936,6.97148607491569,7.212676330874809,7.49017699382872,7.56722598966581
148014,,,,,,,,,,,,,,
148022,4.31046373333897,6.829215324532732,5.159693763384,3.86822251575086,5.509290462410259,5.2660143985750185,5.62235936632674,4.5866806887610485,5.63429993709941,5.9449193374950005,5.43438803644582,4.86640358945402,5.4601429542061695,5.67662848824297
148066,5.26555691560251,5.85889855581393,5.28293272808686,5.96329608812125,5.66976947151312,4.98156956509811,5.03313223064139,5.38810341382138,5.62870361638044,5.96910903669963,4.85489331082096,5.31622902800662,5.10712289840792,4.7926055134076915
148103,,,,,,,,,,,,,,
148109,,,,,,,,,,,,,,
148113,,,,,,,,,,,,,,
148145,,,,,,,,,,,,,,
148156,,,,,,,,,,,,,,
148170,,,,,,,,,,,,,,
148189,,,,,,,,,,,,,,
148198,,,,,,,,,,,,,,
148203,,,,,,,,,,,,,,
148206,,,,,,,,,,,,,,
148213,,,,,,,,,,,,,,
148223,,,,,,,,,,,,,,
148229,7.314614963957799,7.09290510205437,6.952333566369691,7.488804187372558,7.04478752799814,8.277836008185151,7.4574137138634,7.299345411372559,7.04872662208483,7.320872738226888,7.118432407111678,7.77136401230317,7.85823593163892,8.144693927426902
148252,,,,,,,,,,,,,,
148254,,,,,,,,,,,,,,
148266,,,,,,,,,,,,,,
148268,,,,,,,,,,,,,,
148281,,,,,,,,,,,,,,
148304,,,,,,,,,,,,,,
148327,,,,,,,,,,,,,,
148345,,,,,,,,,,,,,,
148398,,,,,,,,,,,,,,
148418,,,,,,,,,,,,,,
148423,,,,,,,,,,,,,,
148479,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,
148545,,,,,,,,,,,,,,
148581,,,,,,,,,,,,,,
1486,4.61722794517901,5.78443592967165,5.41078543293507,4.03631869915908,5.55503693841664,6.15043579119242,6.88346197424617,6.31424515974779,6.2521601642100295,5.346127189812,5.6239341501641205,4.748734932661639,6.3756858919764605,4.93362456679455
148641,,,,,,,,,,,,,,
1487,10.552640281746301,10.756739774969,10.9333734632005,9.660291890958721,10.6570504318004,7.771740351170808,11.521860493961599,10.910200486031801,11.2689162220595,11.469626555927801,10.180679979645,10.4234205987003,10.050501697446697,9.78466265233682
148713,,,,,,,,,,,,,,
148741,,,,,,,,,,,,,,
148753,,,,,,,,,,,,,,
148789,,,,,,,,,,,,,,
1488,8.72292703941822,9.68151602917779,9.29690015136024,6.5342032620414106,9.43276319408734,6.5190622054748,9.29578729796366,9.021860005990847,9.642270157112199,7.99668814691492,9.06503639268168,6.93399745317577,9.0700967875204,8.54220774031803
148811,,,,,,,,,,,,,,
148867,,,,,,,,,,,,,,
148870,,,,,,,,,,,,,,
1489,6.270734493092481,6.260402093025791,6.36296426198658,6.808526635834039,6.17939559820125,7.3154666032510685,6.5876290207755615,6.78335187967405,6.2109576629447805,6.515177850904091,6.24116328491454,6.53929997113604,6.74394575188154,6.64607623114426
148930,,,,,,,,,,,,,,
148979,,,,,,,,,,,,,,
149018,,,,,,,,,,,,,,
149041,,,,,,,,,,,,,,
149069,,,,,,,,,,,,,,
149076,,,,,,,,,,,,,,
149095,,,,,,,,,,,,,,
1491,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.93073922962072,3.73259482754501,3.51895051492437,2.56027963504625,2.56027963504625,2.8559757485320896,2.56027963504625
149111,2.75696135441629,2.56027963504625,2.7185391776789,2.57659227562243,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.56027963504625,2.71128564562868,2.56027963504625,2.56027963504625,3.35394427864875
149175,,,,,,,,,,,,,,
149233,,,,,,,,,,,,,,
149281,,,,,,,,,,,,,,
149297,,,,,,,,,,,,,,
1493,,,,,,,,,,,,,,
149345,,,,,,,,,,,,,,
149371,,,,,,,,,,,,,,
149420,,,,,,,,,,,,,,
149428,,,,,,,,,,,,,,
149461,,,,,,,,,,,,,,
149466,,,,,,,,,,,,,,
149473,,,,,,,,,,,,,,
149478,,,,,,,,,,,,,,
149483,,,,,,,,,,,,,,
1495,3.84408430677884,6.04062726943382,6.0793482413469,3.9318532207511097,6.25057319079372,4.4895236687531295,4.9829753270527,5.446752484566551,6.243164460701982,7.31311884839465,5.597972079306282,7.0539801681876515,8.20206503709629,6.0297488155311
1496,4.04288068192027,4.5705843648917694,4.664460084742942,5.30168640784265,2.56634757200558,4.5864585208997415,4.89925781921073,5.945507044349999,3.17166640505008,3.38769339625331,3.9313426694537097,4.6658418377624695,3.65831432467326,4.42085963364011
149603,10.773716169351196,10.0705369174907,10.640000850624899,9.84151560189752,10.735217522023301,7.67520903625919,9.439384192180619,10.265216521654,10.1191616117627,9.7738859172776,10.0862556704539,9.7312647167776,9.97739441856294,9.85100876770474
149628,,,,,,,,,,,,,,
149647,,,,,,,,,,,,,,
149685,,,,,,,,,,,,,,
149699,,,,,,,,,,,,,,
1497,7.29384865453309,7.17837603413558,7.09205940538998,7.25187054870193,7.09062058235621,7.244877547653362,6.312893843507731,6.5217496086418,6.62473113160748,7.07310256248032,6.096862710270821,7.07033565520251,6.71310465061263,6.50468871224705
149708,,,,,,,,,,,,,,
149830,,,,,,,,,,,,,,
1499,11.440775752677501,11.0990847608919,11.0518003110642,10.7927333660906,10.9738695324666,11.727141903748699,11.9038931402774,10.778906687112201,10.1978801311063,10.3862505175001,11.317593504623499,10.4225063399275,10.653991504659901,10.619046127336599
149934,,,,,,,,,,,,,,
149951,,,,,,,,,,,,,,
149986,,,,,,,,,,,,,,
149998,,,,,,,,,,,,,,
15,7.17001516706472,7.01354042228118,6.980253845988259,7.27607786597389,6.65497965689129,6.9111402807709,6.87056199772413,6.678128259287009,6.68861399731078,6.92150774015836,6.18752033656574,6.36183326520194,6.23074292365764,6.62097782033507
150,7.673860251158558,8.142357272972982,8.6178310777983,7.9329942168828,8.3678733701812,7.349666043627289,7.3941025118116785,7.109914210666879,7.80354349553252,8.17973496113994,7.56817654950976,8.61565906065868,8.22997238511225,7.28409765484693
1500,3.01082100688291,4.74326720908897,4.15681726041731,4.872720430242951,3.99339358398245,4.09601722195786,5.24636247972758,5.48903870063051,5.5716828768002316,5.3796382887080085,4.86414651643508,3.92458450415197,3.4431955308971296,4.62180573474717
150000,,,,,,,,,,,,,,
150082,,,,,,,,,,,,,,
150084,,,,,,,,,,,,,,
150094,5.87243479584022,6.50647817503378,6.71811499052088,6.44938143918287,7.347196137145151,4.95159245708437,5.32045218452022,7.03908354588137,5.88192152144438,6.510666073186151,7.4750281211235,4.01491762017645,5.571952824879348,4.93138049426503
1501,2.82991854783148,3.0694358036297,3.0710881786973303,3.02453954221644,2.56027963504625,3.67252717567441,4.83127430373682,2.9379281323448097,2.6138357183570498,2.97864960440275,3.22032376304206,2.56027963504625,3.36225946576699,3.46983389248086
150160,,,,,,,,,,,,,,
150165,,,,,,,,,,,,,,
150209,,,,,,,,,,,,,,
150221,,,,,,,,,,,,,,
150223,,,,,,,,,,,,,,
150248,,,,,,,,,,,,,,
150274,,,,,,,,,,,,,,
150275,,,,,,,,,,,,,,
150280,,,,,,,,,,,,,,
150290,,,,,,,,,,,,,,
150297,,,,,,,,,,,,,,
150350,,,,,,,,,,,,,,
150353,,,,,,,,,,,,,,
150356,,,,,,,,,,,,,,
150365,,,,,,,,,,,,,,
150372,,,,,,,,,,,,,,
150379,,,,,,,,,,,,,,
150383,,,,,,,,,,,,,,
1504,,,,,,,,,,,,,,
150465,,,,,,,,,,,,,,
150468,,,,,,,,,,,,,,
150472,,,,,,,,,,,,,,
150483,,,,,,,,,,,,,,
150572,,,,,,,,,,,,,,
150590,,,,,,,,,,,,,,
1506,6.72608188890224,7.16297533837111,6.79505259120049,6.90397822297896,6.78213331523558,6.401988775084161,6.09274234397176,6.479055905879941,6.72284850654147,6.333062299071572,6.6831209455965,6.646061826305269,6.4895220631674,5.96744761843469
150677,,,,,,,,,,,,,,
150681,,,,,,,,,,,,,,
150684,,,,,,,,,,,,,,
150696,,,,,,,,,,,,,,
150709,,,,,,,,,,,,,,
150726,,,,,,,,,,,,,,
150737,,,,,,,,,,,,,,
150763,,,,,,,,,,,,,,
150771,,,,,,,,,,,,,,
1508,4.16111373893258,4.55467479690726,4.81595449636308,4.34250496708856,4.24525225214938,4.9234915065095315,4.002072384951201,4.69779605574389,4.78638726050036,4.56896845782739,3.3616420479038,3.2978399698604,4.697779378634491,3.3876106895120497
150864,,,,,,,,,,,,,,
1509,10.622527757073302,10.412379309566699,9.994721135791991,9.39203400841662,10.2559255480631,9.72180497936832,9.387911770953881,9.61502999855999,9.93070186101913,11.457211562820303,10.4242397866933,11.617132236222501,10.5216200680942,9.88445445019085
150921,,,,,,,,,,,,,,
150962,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,
1510,6.12943552235986,5.52185166269982,5.405669078106659,5.63536551921204,5.14004239904781,5.84193287582641,5.95429403803117,4.75581159963079,5.33519023946013,4.99721561844299,4.727648222268611,5.0078996302966114,5.784624376984099,5.68461959599492
151056,,,,,,,,,,,,,,
1511,6.94330014965667,6.808153335843231,7.3777050839125184,6.81046881094046,6.54568424878482,7.242221395098372,6.855279632945349,7.688474128092201,7.66637314756559,7.43765221398389,7.433318366590071,6.93677925730947,6.50620680218261,6.1579996640360095
151112,,,,,,,,,,,,,,
151126,,,,,,,,,,,,,,
151188,,,,,,,,,,,,,,
151195,,,,,,,,,,,,,,
1512,8.20520187977733,8.6769161591628,8.19872495852454,6.939532201083,9.21836464762851,6.487303042372591,7.34908214639109,8.55221566271033,8.99012382382953,9.10629335047023,7.95960209370309,8.64336919801394,7.639340708652232,8.478268076988009
151230,,,,,,,,,,,,,,
151242,,,,,,,,,,,,,,
151258,,,,,,,,,,,,,,
151278,,,,,,,,,,,,,,
151295,,,,,,,,,,,,,,
1513,3.75642555672374,4.42494223744206,3.9136362314119695,5.383662825194299,4.2443695440426,5.38571402616765,4.82715340260341,2.56027963504625,3.62564455952416,5.2552552275022695,4.69199749487752,5.93914193212014,5.8125495658805715,5.705220426156791
151306,,,,,,,,,,,,,,
151313,,,,,,,,,,,,,,
151325,,,,,,,,,,,,,,
151449,,,,,,,,,,,,,,
151473,,,,,,,,,,,,,,
1515,4.371133657941081,3.34726878972404,4.09345031352382,5.26250456896778,4.92163150799622,4.67209716224622,5.34547798953773,3.32319710823933,4.26717620309158,3.6149689171044495,4.443891714702179,2.56027963504625,3.36765063062196,3.79593314731496
151507,,,,,,,,,,,,,,
151516,,,,,,,,,,,,,,
151525,,,,,,,,,,,,,,
151531,,,,,,,,,,,,,,
151556,,,,,,,,,,,,,,
151613,,,,,,,,,,,,,,
151636,,,,,,,,,,,,,,
151651,,,,,,,,,,,,,,
151658,,,,,,,,,,,,,,
151742,,,,,,,,,,,,,,
151790,,,,,,,,,,,,,,
151827,,,,,,,,,,,,,,
151835,,,,,,,,,,,,,,
151871,,,,,,,,,,,,,,
151887,,,,,,,,,,,,,,
151888,,,,,,,,,,,,,,
1519,5.17099460366916,5.53964893390148,6.252269937899929,5.315573475655519,5.365048583143151,6.13128697062642,6.1579895621270175,6.33880589763314,7.511056830302769,7.49471160773972,5.28278820418352,6.187666808694072,6.4586559615763095,5.50291293473886
151903,,,,,,,,,,,,,,
151987,,,,,,,,,,,,,,
152,6.5066876209265185,7.03242047582047,7.23657871830121,6.52808210730909,6.435336892161,5.98283390000407,5.58721795337514,5.91531772362521,5.8537062809790505,6.09098888841477,5.80769494581602,6.27483377955575,5.811422220577071,5.969237998856388
1520,3.90160064523368,4.418749912638759,2.56027963504625,2.56027963504625,3.72922645499115,2.56027963504625,2.56027963504625,3.36020974396904,4.838961848643071,4.9401244558714295,3.61409730477418,2.56027963504625,2.56027963504625,2.56027963504625
152006,,,,,,,,,,,,,,
152007,,,,,,,,,,,,,,
152015,,,,,,,,,,,,,,
152024,,,,,,,,,,,,,,
152065,,,,,,,,,,,,,,
152098,,,,,,,,,,,,,,
1521,6.425929205208581,6.73495343540388,6.53074965571483,6.518502092578549,6.855117639487691,6.18758169832137,6.1713729808278295,5.99356341577567,5.77361398135738,6.73632074572575,6.216592609171211,6.28872583416286,6.1892493425013315,5.881926414374219
152100,,,,,,,,,,,,,,
152110,,,,,,,,,,,,,,
152137,,,,,,,,,,,,,,
152138,,,,,,,,,,,,,,
152189,,,,,,,,,,,,,,
1522,4.84182723234567,9.041544169461927,7.59577962949704,7.78170067387696,7.97234227548328,5.1979872354516905,5.55145141789633,6.8310411679316605,7.118390875469401,7.9495174244758084,7.547010179447678,6.97777218781482,6.33990521608273,7.035128998046348
152206,,,,,,,,,,,,,,
152273,,,,,,,,,,,,,,
1523,6.22795666317366,6.83592407425437,6.7015074721285,7.31123062265283,6.714190556808161,6.17501952950627,5.53848850029512,6.43093922233254,6.754192703938191,6.9265569314362585,6.6277906649847305,7.11801703687729,5.91011861846275,6.2461667310863
152330,,,,,,,,,,,,,,
1524,4.45539955875512,5.8948541333127205,4.86688820151631,3.0359423231295604,3.6286336341647,3.90550494314962,7.33063010277383,9.7485501240029,10.4481989197965,7.669076385653192,6.96213253383842,5.5187931896226505,4.58426502954894,4.53860024039412
152404,,,,,,,,,,,,,,
152485,,,,,,,,,,,,,,
1525,5.50552258908425,7.41372100312123,4.8614889430416515,2.7960930962843,8.33317324409163,5.046010780384809,6.49166713698455,7.84949267652521,7.591051032845439,5.72695924508821,8.04515898212384,5.59254374586689,4.445223473050009,2.56027963504625
152503,,,,,,,,,,,,,,
152518,,,,,,,,,,,,,,
152519,,,,,,,,,,,,,,
152559,4.663122561604321,5.5478322925236,4.00071215487767,3.14682626322133,5.14021831676264,2.56027963504625,3.32217333219973,2.56027963504625,3.37038750428209,3.2294033444039303,2.97719564932823,2.56027963504625,2.58350464238741,2.56027963504625
152573,,,,,,,,,,,,,,
152579,,,,,,,,,,,,,,
152687,,,,,,,,,,,,,,
1527,6.88208053317037,6.7903289456985,6.7673502324465,7.1655200674284805,6.383358695385112,7.84546496037766,7.32289257473394,6.8702537387732505,6.69896852909681,6.49462681470789,6.81261373899516,7.18281145793427,7.355967689241,7.6532965286010715
152789,4.59599887533627,4.20442246564176,4.01680828768655,5.30754510189959,4.1916258146000205,5.71205095291191,5.02316662293954,5.04292882142619,4.14338525493627,4.38353841620323,4.37535922227204,5.471587430840058,4.49627059108648,4.643238584120179
1528,2.8242892510636004,9.055594262569409,9.1423751438604,5.2604623138421,7.80738068423903,7.84551514107474,10.5449064920659,10.5037263754115,10.0217018000717,10.5281219694106,8.01491873568718,9.171784778623909,9.62725845116426,8.09295794163937
152815,,,,,,,,,,,,,,
152831,,,,,,,,,,,,,,
152877,,,,,,,,,,,,,,
152926,,,,,,,,,,,,,,
152940,,,,,,,,,,,,,,
153,5.88659891915176,6.54315249104033,6.45556066317842,6.53703975159945,6.940284229009071,6.29571935168641,6.79533837628065,7.991584200898878,6.776814629920371,7.56628241508752,7.12957152710309,6.83087642970243,6.919423514144571,6.97899639608894
153020,,,,,,,,,,,,,,
153090,,,,,,,,,,,,,,
153129,,,,,,,,,,,,,,
153201,,,,,,,,,,,,,,
153218,,,,,,,,,,,,,,
153241,,,,,,,,,,,,,,
153339,,,,,,,,,,,,,,
153364,,,,,,,,,,,,,,
153396,,,,,,,,,,,,,,
1534,8.936885236956071,9.38453338787021,10.0881654535615,8.876830008115231,9.762104602626929,8.210997587292768,11.4160216197591,9.859365504374573,10.270575661023301,10.3833802976288,9.52719938762226,10.2417806101624,10.752706784217501,10.919265585773099
153443,,,,,,,,,,,,,,
153478,,,,,,,,,,,,,,
1535,4.8468442939594505,5.59136226679492,6.36043275727769,4.83349733685983,5.71489664446987,4.902753753398571,5.0042361996155185,4.817106455031951,4.30127302869604,7.71247197407303,5.0170088027919,6.312251297686031,6.86129786532945,4.8432251245514015
153527,,,,,,,,,,,,,,
153562,,,,,,,,,,,,,,
153571,,,,,,,,,,,,,,
153572,,,,,,,,,,,,,,
153579,,,,,,,,,,,,,,
1536,5.73902447320284,5.707218307127429,5.8955256013180986,5.84226987713271,5.903428786433481,5.91178024977296,5.42822280652089,6.8228448452876,8.34209689733544,8.240276162293378,5.84704732081409,6.87431746302359,6.21488831442447,6.11346922608025
153642,,,,,,,,,,,,,,
153643,,,,,,,,,,,,,,
153657,,,,,,,,,,,,,,
1537,8.65696822970395,9.90169355523524,9.44876676567873,8.30665414392568,10.3919631461258,7.61768050191918,7.82639594759272,7.48137160411242,8.22946295040681,9.41849146196784,9.50787985181233,10.3908245776797,8.75832649866526,9.07891666080873
153733,,,,,,,,,,,,,,
153745,,,,,,,,,,,,,,
153768,,,,,,,,,,,,,,
153769,,,,,,,,,,,,,,
153770,,,,,,,,,,,,,,
1538,3.27694027454422,2.74315516497909,2.56027963504625,3.75642555672374,2.56027963504625,4.83218621230899,3.59358085506095,2.56027963504625,2.8615623895584203,2.56027963504625,3.66593845409986,2.6168069987689,4.10907633887527,2.56027963504625
153830,,,,,,,,,,,,,,
1539,3.2029254358048,2.79472776669526,3.13255874717973,4.02506424110866,3.01818370667552,5.07696520211272,4.05411044782962,3.4118871836575,3.11580234204918,2.56027963504625,3.3333664827860403,3.95967743404167,4.38467152412471,3.80594245069562
154,5.16768307558557,5.996067810540509,5.120770785375799,5.20429725071852,4.81147103052984,5.55684321889225,5.455869670293,7.44296007845505,8.06200834914221,7.98206379178083,5.6550197415361,4.56711948795167,5.6672591756370805,4.13472201672835
1540,3.22766869286738,6.16131532669045,6.17296148201792,3.17267152099994,7.493054841539428,4.5423261582255305,6.3739543948658,8.08798254217016,7.9055855687725485,6.069813852609,5.98249168043255,5.35210877056378,5.21305171285175,3.3904200621861897
154007,,,,,,,,,,,,,,
154043,,,,,,,,,,,,,,
154064,,,,,,,,,,,,,,
154075,,,,,,,,,,,,,,
154091,,,,,,,,,,,,,,
154141,,,,,,,,,,,,,,
154150,,,,,,,,,,,,,,
154197,,,,,,,,,,,,,,
154214,,,,,,,,,,,,,,
154215,,,,,,,,,,,,,,
1543,7.027640648943441,6.78339117107308,6.67422052138268,6.91967378030681,6.71069624753155,6.37483604915666,5.9870593196350095,5.4868848866762105,6.453787524277001,6.9286308847989915,5.96040976891827,6.3824165229279695,6.78569439559641,5.874774838504419
1544,6.07711906542166,6.225843673390878,5.6785818302237585,6.49660135855551,5.574071224500329,6.7764856725805,6.21817087634266,5.61778333592838,5.8333455301526,5.58371463111232,6.00759245708404,6.32061283967714,5.9538751586515,6.544777469028598
1545,7.26881799824332,7.66078746336382,6.40389825226084,6.8689706741486,5.18662732668292,3.88346441810232,5.19114806897496,8.14343423678486,8.494403609224241,7.94492870521881,9.42866375582755,5.35617550971922,5.06517160306337,5.627215763415508
154661,4.30051912993323,3.95201666056228,4.50164295522697,3.54816532319767,2.56027963504625,4.509100401540639,3.6176393662630297,3.6824946436047705,4.5720225785298885,3.3786780784631403,4.03632749181777,3.90795779512364,4.128862513113799,4.52503526149477
154664,,,,,,,,,,,,,,
154790,,,,,,,,,,,,,,
154796,5.812821640281558,6.646436305382742,6.26677529887156,4.81806827563648,7.46474177201136,5.179140774726942,5.36697259193557,6.7502581151596,7.82032577789125,5.80851376502839,7.104179380706968,5.750603825236071,6.81185631429254,6.2116410932402015
1548,7.153400027735058,7.07301684657949,6.959039814632701,7.6550798664151385,6.89150424890447,7.52084650820922,7.15653819311427,7.03472194343633,6.68787253588454,7.08050844071558,7.03666816607746,7.26708629034088,7.281382973805242,7.29979413729573
154807,,,,,,,,,,,,,,
154810,,,,,,,,,,,,,,
154822,,,,,,,,,,,,,,
154865,,,,,,,,,,,,,,
154881,6.957171707246388,6.6692961114910485,6.8973130426251,6.89618706739347,6.02729120011909,8.32432458386289,7.48530606081213,6.76127197412037,6.23161096777501,6.2351756060347405,7.35463728140066,8.34565805659469,8.03882573222619,8.27189250424363
1549,6.7304361710388605,6.63135606249474,6.470248883011509,7.07078644374115,6.007101292495428,7.92726833707749,7.02223463503176,6.59870910273517,6.23129607408381,6.1060006705374095,6.69294323083333,7.30566962423693,7.20999914698959,7.221664449579822
154907,,,,,,,,,,,,,,
155,5.93747857914935,6.0069734277071,6.46500472593064,6.48892144876662,6.315727430456259,5.681069706757191,5.00798033649535,6.23783328070795,5.932046993846082,5.944113485609701,5.83492101217082,4.994968855463,5.5096610091040805,5.293881752767629
155006,,,,,,,,,,,,,,
155038,,,,,,,,,,,,,,
155051,,,,,,,,,,,,,,
155054,,,,,,,,,,,,,,
155061,,,,,,,,,,,,,,
